amedas_id,station_id,fuken_id,access
33945,33,1028,1
33947,33,47512,1
33950,33,238,1
33955,33,1447,1
33960,33,209,1
33965,33,218,1
34900,34,243,1
34906,34,1126,1
34910,34,247,1
34913,34,47592,1
34915,34,251,1
34917,34,47590,1
34920,34,256,1
35900,35,262,1
35905,35,264,1
35907,35,47520,1
35910,35,268,1
35915,35,1039,1
35920,35,1125,1
35925,35,1292,1
35927,35,47588,1
35930,35,275,1
35935,35,277,1
35940,35,279,1
35945,35,272,1
35950,35,910,1
35955,35,47587,1
36905,36,1031,1
36910,36,290,1
36915,36,297,1
36921,36,1044,1
36923,36,47570,1
36925,36,301,1
36935,36,303,1
36937,36,47597,1
36940,36,1295,1
36945,36,1294,1
36950,36,1293,1
36955,36,47595,1
40900,40,47629,1
41900,41,326,1
41905,41,1221,1
41910,41,47690,1
41915,41,47615,1
42900,42,1222,1
42905,42,1019,1
42910,42,343,1
42915,42,47624,1
43900,43,47641,1
43905,43,47626,1
44900,44,47662,1
45900,45,47648,1
45905,45,47682,1
46900,46,47670,1
48938,48,47622,1
48900,48,393,1
48905,48,394,1
48910,48,395,1
48915,48,1411,1
48920,48,396,1
48925,48,47610,1
48930,48,399,1
48935,48,992,1
48936,48,47618,1
48937,48,47620,1
48940,48,1314,1
48945,48,47637,1
49900,49,47638,1
49905,49,47640,1
51900,51,47636,1
52900,52,1308,1
52905,52,473,1
52910,52,1306,1
52913,52,47617,1
52915,52,1299,1
52920,52,486,1
52935,52,495,1
52940,52,47632,1
54900,54,47602,1
54905,54,1060,1
54907,54,47604,1
54910,54,521,1
54915,54,527,1
54920,54,529,1
54925,54,532,1
54930,54,997,1
54935,54,534,1
54937,54,47612,1
54940,54,536,1
54945,54,537,1
54950,54,540,1
54955,54,998,1
54960,54,544,1
54965,54,543,1
55900,55,546,1
55905,55,547,1
55907,55,47606,1
55908,55,47607,1
55910,55,552,1
55915,55,1309,1
55920,55,1455,1
56900,56,560,1
56903,56,47600,1
56905,56,565,1
56907,56,47605,1
56910,56,973,1
56915,56,571,1
57900,57,1382,1
57903,57,47616,1
57905,57,573,1
57910,57,577,1
57913,57,47631,1
57915,57,579,1
57920,57,1565,1
60900,60,1087,1
60905,60,580,1
60911,60,1524,1
60915,60,47761,1
61900,61,588,1
61905,61,47750,1
61910,61,1303,1
61915,61,47759,1
62900,62,47772,1
63900,63,607,1
63905,63,47747,1
63911,63,977,1
63915,63,612,1
66900,66,1328,1
66910,66,1330,1
66915,66,655,1
66920,66,47756,1
67900,67,947,1
67905,67,1262,1
67910,67,676,1
68900,68,699,1
68905,68,1320,1
68910,68,1094,1
68915,68,1321,1
68955,68,47740,1
68960,68,47741,1
69900,69,713,1
69905,69,716,1
69910,69,47742,1
69915,69,718,1
69930,69,47744,1
69940,69,47746,1
81900,81,47784,1
82900,82,47807,1
86900,86,47821,0
